Patente,Hora,T_viaje,T_viaje_str,Velocidad
AC189GN,2019-10-03T17:35:09,210,0:03:30,25.714285714285715
MNE386,2019-10-03T17:35:17,226,0:03:46,23.893805309734514
PFS903,2019-10-03T17:35:19,224,0:03:44,24.107142857142858
A074EEC,2019-10-03T17:35:24,161,0:02:41,33.54037267080746
OIK478,2019-10-03T17:35:28,227,0:03:47,23.788546255506606
LTF744,2019-10-03T17:35:43,166,0:02:46,32.53012048192771
AB546GB,2019-10-03T17:35:44,149,0:02:29,36.241610738255034
JPV281,2019-10-03T17:37:24,210,0:03:30,25.714285714285715
AA831AE,2019-10-03T17:37:28,163,0:02:43,33.128834355828225
PGX382,2019-10-03T17:37:32,219,0:03:39,24.65753424657534
OPG647,2019-10-03T17:37:37,167,0:02:47,32.33532934131737
AB275VD,2019-10-03T17:37:39,160,0:02:40,33.75
NZJ116,2019-10-03T17:39:10,211,0:03:31,25.592417061611375
AD482CH,2019-10-03T17:39:24,153,0:02:33,35.294117647058826
NKC556,2019-10-03T17:39:40,175,0:02:55,30.857142857142858
IGP029,2019-10-03T17:39:51,181,0:03:01,29.83425414364641
AD746HR,2019-10-03T17:40:48,226,0:03:46,23.893805309734514
AC078BE,2019-10-03T17:40:53,238,0:03:58,22.689075630252102
AC925FG,2019-10-03T17:40:54,286,0:04:46,18.881118881118883
MPL973,2019-10-03T17:41:06,258,0:04:18,20.930232558139533
LDW884,2019-10-03T17:41:20,227,0:03:47,23.788546255506606
KAR320,2019-10-03T17:41:33,276,0:04:36,19.565217391304348
AA864IP,2019-10-03T17:42:51,236,0:03:56,22.88135593220339
AA704MK,2019-10-03T17:42:53,246,0:04:06,21.951219512195124
AD549KP,2019-10-03T17:42:57,244,0:04:04,22.13114754098361
OSK746,2019-10-03T17:42:58,215,0:03:35,25.116279069767444
AC085CW,2019-10-03T17:43:16,222,0:03:42,24.324324324324326
AC439OW,2019-10-03T17:43:52,180,0:03:00,30.000000000000004
NZV807,2019-10-03T17:44:50,237,0:03:57,22.78481012658228
FYT082,2019-10-03T17:44:57,248,0:04:08,21.7741935483871
PFK231,2019-10-03T17:45:15,215,0:03:35,25.116279069767444
AC726EG,2019-10-03T17:45:25,216,0:03:36,25.0
AB838YE,2019-10-03T17:45:27,203,0:03:23,26.60098522167488
AA242QD,2019-10-03T17:45:55,238,0:03:58,22.689075630252102
AC774CM,2019-10-03T17:46:52,291,0:04:51,18.556701030927837
KXR855,2019-10-03T17:47:01,227,0:03:47,23.788546255506606
EDO271,2019-10-03T17:47:20,221,0:03:41,24.43438914027149
JIJ784,2019-10-03T17:47:23,275,0:04:35,19.636363636363637
ODW785,2019-10-03T17:47:34,209,0:03:29,25.83732057416268
GNX969,2019-10-03T17:47:44,221,0:03:41,24.43438914027149
PPY050,2019-10-03T17:47:47,243,0:04:03,22.22222222222222
AD640RV,2019-10-03T17:49:08,183,0:03:03,29.508196721311474
AA013FW,2019-10-03T17:49:16,222,0:03:42,24.324324324324326
NBM392,2019-10-03T17:49:22,276,0:04:36,19.565217391304348
LIH720,2019-10-03T17:49:32,212,0:03:32,25.471698113207548
MLY690,2019-10-03T17:49:33,215,0:03:35,25.116279069767444
DAW009,2019-10-03T17:49:43,171,0:02:51,31.578947368421055
NTW371,2019-10-03T17:49:44,228,0:03:48,23.684210526315788
MUV332,2019-10-03T17:51:39,263,0:04:23,20.53231939163498
MVZ901,2019-10-03T17:51:45,292,0:04:52,18.493150684931507
OZU821,2019-10-03T17:51:47,234,0:03:54,23.07692307692308
KND985,2019-10-03T17:51:52,252,0:04:12,21.42857142857143
EOO050,2019-10-03T17:52:51,347,0:05:47,15.561959654178676
AC489CO,2019-10-03T17:53:02,299,0:04:59,18.06020066889632
AC144EZ,2019-10-03T17:53:13,261,0:04:21,20.689655172413794
KNU327,2019-10-03T17:53:14,241,0:04:01,22.40663900414938
AC276IZ,2019-10-03T17:53:26,258,0:04:18,20.930232558139533
OOD737,2019-10-03T17:53:29,232,0:03:52,23.27586206896552
AD681ZR,2019-10-03T17:53:32,282,0:04:42,19.148936170212767
GBC275,2019-10-03T17:53:45,245,0:04:05,22.04081632653061
IEY097,2019-10-03T17:53:50,265,0:04:25,20.37735849056604
AD736ZJ,2019-10-03T17:53:57,234,0:03:54,23.07692307692308
AA585RS,2019-10-03T17:54:50,289,0:04:49,18.685121107266436
HRZ726,2019-10-03T17:55:05,248,0:04:08,21.7741935483871
GKC438,2019-10-03T17:55:17,255,0:04:15,21.176470588235297
DNC676,2019-10-03T17:55:28,225,0:03:45,24.0
ERL129,2019-10-03T17:55:31,266,0:04:26,20.30075187969925
GTJ998,2019-10-03T17:55:41,218,0:03:38,24.770642201834864
MRK653,2019-10-03T17:57:21,277,0:04:37,19.494584837545126
LTA450,2019-10-03T17:57:23,219,0:03:39,24.65753424657534
LYF357,2019-10-03T17:57:35,289,0:04:49,18.685121107266436
AB805NG,2019-10-03T17:57:38,275,0:04:35,19.636363636363637
AA989AV,2019-10-03T17:57:39,281,0:04:41,19.21708185053381
OMS662,2019-10-03T17:57:43,277,0:04:37,19.494584837545126
LVB334,2019-10-03T17:57:45,278,0:04:38,19.424460431654676
MCA044,2019-10-03T17:57:49,253,0:04:13,21.343873517786562
KPL566,2019-10-03T17:57:55,246,0:04:06,21.951219512195124
AA082SO,2019-10-03T17:58:50,297,0:04:57,18.18181818181818
JTP276,2019-10-03T17:59:35,240,0:04:00,22.5
EWF936,2019-10-03T17:59:45,283,0:04:43,19.081272084805654
KPG630,2019-10-03T18:01:07,308,0:05:08,17.532467532467532
IAN795,2019-10-03T18:01:22,325,0:05:25,16.615384615384613
AB422SF,2019-10-03T18:01:23,328,0:05:28,16.463414634146343
AD665CZ,2019-10-03T18:01:26,267,0:04:27,20.224719101123597
MRW212,2019-10-03T18:01:32,336,0:05:36,16.071428571428573
AD821ZT,2019-10-03T18:01:46,302,0:05:02,17.880794701986755
AB350GU,2019-10-03T18:01:52,288,0:04:48,18.75
IYF809,2019-10-03T18:02:50,320,0:05:20,16.875
AB079YK,2019-10-03T18:03:10,311,0:05:11,17.363344051446944
MUX954,2019-10-03T18:03:26,281,0:04:41,19.21708185053381
AD275OT,2019-10-03T18:03:30,276,0:04:36,19.565217391304348
IHD699,2019-10-03T18:03:32,285,0:04:45,18.947368421052634
NYS058,2019-10-03T18:03:34,285,0:04:45,18.947368421052634
KSL356,2019-10-03T18:03:53,288,0:04:48,18.75
FCD469,2019-10-03T18:05:14,261,0:04:21,20.689655172413794
AC373YN,2019-10-03T18:05:20,268,0:04:28,20.149253731343283
LVZ451,2019-10-03T18:05:26,249,0:04:09,21.68674698795181
FPT682,2019-10-03T18:05:30,262,0:04:22,20.610687022900763
DCD711,2019-10-03T18:05:37,349,0:05:49,15.472779369627508
AC787SR,2019-10-03T18:05:42,243,0:04:03,22.22222222222222
CKY184,2019-10-03T18:05:50,245,0:04:05,22.04081632653061
IAM951,2019-10-03T18:05:51,258,0:04:18,20.930232558139533
AA729OL,2019-10-03T18:07:12,309,0:05:09,17.475728155339805
ILD454,2019-10-03T18:07:16,340,0:05:40,15.882352941176473
HZO397,2019-10-03T18:07:17,313,0:05:13,17.252396166134183
AC042MU,2019-10-03T18:07:30,278,0:04:38,19.424460431654676
AD658CQ,2019-10-03T18:07:33,283,0:04:43,19.081272084805654
KNR060,2019-10-03T18:07:40,272,0:04:32,19.852941176470587
JJA054,2019-10-03T18:07:46,225,0:03:45,24.0
KUL909,2019-10-03T18:09:19,316,0:05:16,17.08860759493671
MRP596,2019-10-03T18:09:41,265,0:04:25,20.37735849056604
AC201QE,2019-10-03T18:09:50,263,0:04:23,20.53231939163498
NZN799,2019-10-03T18:09:52,231,0:03:51,23.376623376623378
AD221LD,2019-10-03T18:09:55,264,0:04:24,20.454545454545453
HEC256,2019-10-03T18:10:51,314,0:05:14,17.197452229299365
HRL551,2019-10-03T18:10:54,298,0:04:58,18.120805369127517
AD664SQ,2019-10-03T18:10:57,303,0:05:03,17.821782178217823
FLP624,2019-10-03T18:11:24,321,0:05:21,16.822429906542055
AD652DH,2019-10-03T18:11:27,269,0:04:29,20.07434944237918
POH990,2019-10-03T18:11:38,269,0:04:29,20.07434944237918
MXT479,2019-10-03T18:11:42,243,0:04:03,22.22222222222222
AA312HE,2019-10-03T18:11:44,246,0:04:06,21.951219512195124
AD657EL,2019-10-03T18:12:50,302,0:05:02,17.880794701986755
AC037TH,2019-10-03T18:13:24,279,0:04:39,19.35483870967742
OCF113,2019-10-03T18:13:37,343,0:05:43,15.743440233236152
AD794EJ,2019-10-03T18:14:49,325,0:05:25,16.615384615384613
FKL939,2019-10-03T18:15:22,251,0:04:11,21.513944223107572
KNO874,2019-10-03T18:15:32,285,0:04:45,18.947368421052634
MOR875,2019-10-03T18:15:36,245,0:04:05,22.04081632653061
KMC046,2019-10-03T18:15:38,273,0:04:33,19.78021978021978
AB540HX,2019-10-03T18:15:46,342,0:05:42,15.789473684210527
OGL712,2019-10-03T18:15:49,297,0:04:57,18.18181818181818
AC966JH,2019-10-03T18:15:52,294,0:04:54,18.367346938775512
A085DMG,2019-10-03T18:17:10,205,0:03:25,26.34146341463415
IXE325,2019-10-03T18:17:18,336,0:05:36,16.071428571428573
POK034,2019-10-03T18:17:51,248,0:04:08,21.7741935483871
AA217UQ,2019-10-03T18:17:55,278,0:04:38,19.424460431654676
KZM481,2019-10-03T18:18:51,314,0:05:14,17.197452229299365
AC534UE,2019-10-03T18:18:52,286,0:04:46,18.881118881118883
DBD486,2019-10-03T18:19:02,298,0:04:58,18.120805369127517
KBC368,2019-10-03T18:19:19,273,0:04:33,19.78021978021978
AB753MC,2019-10-03T18:19:21,255,0:04:15,21.176470588235297
AA633QU,2019-10-03T18:19:22,262,0:04:22,20.610687022900763
JJS369,2019-10-03T18:19:25,222,0:03:42,24.324324324324326
AA953FW,2019-10-03T18:19:30,237,0:03:57,22.78481012658228
A056NBE,2019-10-03T18:19:34,171,0:02:51,31.578947368421055
AB293EV,2019-10-03T18:19:45,247,0:04:07,21.86234817813765
AC397OO,2019-10-03T18:19:46,246,0:04:06,21.951219512195124
AB967KF,2019-10-03T18:19:55,175,0:02:55,30.857142857142858
HWB312,2019-10-03T18:20:56,353,0:05:53,15.29745042492918
GIX583,2019-10-03T18:20:59,349,0:05:49,15.472779369627508
GPN483,2019-10-03T18:21:00,301,0:05:01,17.940199335548176
AA198TW,2019-10-03T18:21:11,257,0:04:17,21.011673151750973
AB837YU,2019-10-03T18:21:18,246,0:04:06,21.951219512195124
JCY961,2019-10-03T18:21:41,283,0:04:43,19.081272084805654
AD285UJ,2019-10-03T18:21:44,296,0:04:56,18.243243243243242
AA774WP,2019-10-03T18:21:47,285,0:04:45,18.947368421052634
LRA161,2019-10-03T18:21:53,252,0:04:12,21.42857142857143
IIE852,2019-10-03T18:23:00,247,0:04:07,21.86234817813765
JLD608,2019-10-03T18:23:07,319,0:05:19,16.927899686520377
PHG752,2019-10-03T18:23:14,311,0:05:11,17.363344051446944
KYX335,2019-10-03T18:25:19,331,0:05:31,16.314199395770395
KNH778,2019-10-03T18:25:32,340,0:05:40,15.882352941176473
A062MDM,2019-10-03T18:25:57,306,0:05:06,17.647058823529413
AC967CH,2019-10-03T18:27:03,356,0:05:56,15.168539325842698
KCP721,2019-10-03T18:27:12,342,0:05:42,15.789473684210527
AD323JY,2019-10-03T18:27:15,331,0:05:31,16.314199395770395
AD669EV,2019-10-03T18:27:19,342,0:05:42,15.789473684210527
AC228YX,2019-10-03T18:27:22,331,0:05:31,16.314199395770395
OSA634,2019-10-03T18:28:08,318,0:05:18,16.9811320754717
HIR580,2019-10-03T18:29:29,331,0:05:31,16.314199395770395
AA717YZ,2019-10-03T18:33:04,333,0:05:33,16.216216216216218
JXQ515,2019-10-03T18:33:15,337,0:05:37,16.02373887240356
AA774KH,2019-10-03T18:33:21,345,0:05:45,15.652173913043478
AA642OG,2019-10-03T18:34:57,357,0:05:57,15.126050420168069
EBJ498,2019-10-03T18:37:55,299,0:04:59,18.06020066889632
JVV815,2019-10-03T18:38:50,348,0:05:48,15.517241379310347
NUA305,2019-10-03T18:39:08,306,0:05:06,17.647058823529413
AC239GB,2019-10-03T18:39:29,323,0:05:23,16.71826625386997
HUU602,2019-10-03T18:39:53,287,0:04:47,18.81533101045296
AC774EW,2019-10-03T18:41:17,265,0:04:25,20.37735849056604
MRB623,2019-10-03T18:41:19,334,0:05:34,16.167664670658684
AB039XF,2019-10-03T18:41:54,245,0:04:05,22.04081632653061
IMK121,2019-10-03T18:41:59,247,0:04:07,21.86234817813765
AC310ZX,2019-10-03T18:42:55,316,0:05:16,17.08860759493671
KHU214,2019-10-03T18:42:58,317,0:05:17,17.034700315457414
AD715RF,2019-10-03T18:43:08,259,0:04:19,20.84942084942085
LJZ897,2019-10-03T18:43:24,266,0:04:26,20.30075187969925
NUA154,2019-10-03T18:43:42,251,0:04:11,21.513944223107572
KUQ595,2019-10-03T18:43:47,225,0:03:45,24.0
KLV277,2019-10-03T18:43:54,254,0:04:14,21.25984251968504
AB708PC,2019-10-03T18:43:57,256,0:04:16,21.09375
OGZ076,2019-10-03T18:45:00,257,0:04:17,21.011673151750973
AB624FN,2019-10-03T18:45:03,258,0:04:18,20.930232558139533
KYV826,2019-10-03T18:45:37,287,0:04:47,18.81533101045296
BEK120,2019-10-03T18:47:10,258,0:04:18,20.930232558139533
FPP732,2019-10-03T18:47:30,232,0:03:52,23.27586206896552
AB775JV,2019-10-03T18:49:22,269,0:04:29,20.07434944237918
KMM720,2019-10-03T18:49:41,239,0:03:59,22.594142259414227
AB421WS,2019-10-03T18:51:19,345,0:05:45,15.652173913043478
NYP728,2019-10-03T18:51:53,174,0:02:54,31.034482758620694
AC691RX,2019-10-03T18:53:04,244,0:04:04,22.13114754098361
PJP773,2019-10-03T18:53:38,246,0:04:06,21.951219512195124
BOJ111,2019-10-03T18:53:39,241,0:04:01,22.40663900414938
NRK026,2019-10-03T18:55:22,267,0:04:27,20.224719101123597
GPH085,2019-10-03T18:57:29,236,0:03:56,22.88135593220339
AB658WE,2019-10-03T18:57:34,236,0:03:56,22.88135593220339
KGJ979,2019-10-03T18:57:43,285,0:04:45,18.947368421052634
AA572UN,2019-10-03T18:59:34,285,0:04:45,18.947368421052634
LDG618,2019-10-03T18:59:35,284,0:04:44,19.014084507042252
AD687TI,2019-10-03T18:59:44,208,0:03:28,25.961538461538463
NEH112,2019-10-03T19:01:01,233,0:03:53,23.175965665236053
AD464AL,2019-10-03T19:01:14,258,0:04:18,20.930232558139533
JRN752,2019-10-03T19:01:21,229,0:03:49,23.580786026200872
AD090AX,2019-10-03T19:01:35,217,0:03:37,24.88479262672811
AB770WB,2019-10-03T19:01:40,218,0:03:38,24.770642201834864
OOK092,2019-10-03T19:03:27,266,0:04:26,20.30075187969925
NUV227,2019-10-03T19:03:31,264,0:04:24,20.454545454545453
OVV813,2019-10-03T19:03:33,240,0:04:00,22.5
LYJ418,2019-10-03T19:03:47,174,0:02:54,31.034482758620694
AC726HK,2019-10-03T19:04:51,234,0:03:54,23.07692307692308
AC115SY,2019-10-03T19:04:57,241,0:04:01,22.40663900414938
KVB119,2019-10-03T19:05:28,155,0:02:35,34.83870967741936
LGN416,2019-10-03T19:06:52,286,0:04:46,18.881118881118883
AD605LF,2019-10-03T19:07:16,258,0:04:18,20.930232558139533
EFI166,2019-10-03T19:07:22,270,0:04:30,20.0
AC072LM,2019-10-03T19:07:28,257,0:04:17,21.011673151750973
AA288QW,2019-10-03T19:07:34,225,0:03:45,24.0
AA312GM,2019-10-03T19:07:42,169,0:02:49,31.952662721893493
AD523DU,2019-10-03T19:09:03,208,0:03:28,25.961538461538463
MHZ029,2019-10-03T19:09:20,255,0:04:15,21.176470588235297
AC849PH,2019-10-03T19:09:23,212,0:03:32,25.471698113207548
AA549UA,2019-10-03T19:09:31,159,0:02:39,33.9622641509434
AD388TR,2019-10-03T19:11:32,213,0:03:33,25.35211267605634
LIB865,2019-10-03T19:11:49,233,0:03:53,23.175965665236053
NMF019,2019-10-03T19:11:53,357,0:05:57,15.126050420168069
LBX387,2019-10-03T19:13:49,180,0:03:00,30.000000000000004
HPP970,2019-10-03T19:13:58,172,0:02:52,31.3953488372093
AA605WA,2019-10-03T19:15:23,202,0:03:22,26.732673267326735
JGA006,2019-10-03T19:15:38,240,0:04:00,22.5
LPX483,2019-10-03T19:15:54,236,0:03:56,22.88135593220339
KMZ112,2019-10-03T19:16:51,242,0:04:02,22.31404958677686
JGA214,2019-10-03T19:17:44,232,0:03:52,23.27586206896552
AA229FN,2019-10-03T19:17:49,225,0:03:45,24.0
AB423SF,2019-10-03T19:19:49,184,0:03:04,29.347826086956523
AC849JG,2019-10-03T19:21:11,254,0:04:14,21.25984251968504
OYU118,2019-10-03T19:21:19,252,0:04:12,21.42857142857143
AC536CT,2019-10-03T19:21:30,269,0:04:29,20.07434944237918
PCO985,2019-10-03T19:22:57,300,0:05:00,18.0
AC171DR,2019-10-03T19:22:58,239,0:03:59,22.594142259414227
IOD145,2019-10-03T19:23:00,237,0:03:57,22.78481012658228
GPC381,2019-10-03T19:23:22,320,0:05:20,16.875
NGT727,2019-10-03T19:23:25,254,0:04:14,21.25984251968504
OWJ787,2019-10-03T19:25:37,269,0:04:29,20.07434944237918
PBO705,2019-10-03T19:25:48,249,0:04:09,21.68674698795181
AB079DX,2019-10-03T19:25:54,259,0:04:19,20.84942084942085
A039XVD,2019-10-03T19:26:47,109,0:01:49,49.54128440366973
KIX017,2019-10-03T19:27:09,319,0:05:19,16.927899686520377
IMA082,2019-10-03T19:27:18,272,0:04:32,19.852941176470587
AB759ZN,2019-10-03T19:29:04,296,0:04:56,18.243243243243242
AC735BM,2019-10-03T19:29:10,313,0:05:13,17.252396166134183
JWL575,2019-10-03T19:32:54,292,0:04:52,18.493150684931507
AD379EK,2019-10-03T19:32:55,310,0:05:10,17.41935483870968
PCF611,2019-10-03T19:33:19,314,0:05:14,17.197452229299365
AB766DH,2019-10-03T19:34:51,234,0:03:54,23.07692307692308
AC589YG,2019-10-03T19:35:07,335,0:05:35,16.119402985074625
AD411VR,2019-10-03T19:35:18,231,0:03:51,23.376623376623378
MNI535,2019-10-03T19:35:20,258,0:04:18,20.930232558139533
AD137JI,2019-10-03T19:39:26,220,0:03:40,24.545454545454547
NUU146,2019-10-03T19:39:33,171,0:02:51,31.578947368421055
AB039LP,2019-10-03T19:39:47,173,0:02:53,31.213872832369944
AB578IW,2019-10-03T19:40:51,229,0:03:49,23.580786026200872
AB996BV,2019-10-03T19:40:58,241,0:04:01,22.40663900414938
DXR621,2019-10-03T19:41:03,239,0:03:59,22.594142259414227
AB933MR,2019-10-03T19:41:29,239,0:03:59,22.594142259414227
AA545OT,2019-10-03T19:42:54,242,0:04:02,22.31404958677686
AA654YZ,2019-10-03T19:43:30,227,0:03:47,23.788546255506606
AC915DB,2019-10-03T19:43:33,241,0:04:01,22.40663900414938
LON329,2019-10-03T19:44:50,245,0:04:05,22.04081632653061
AB277TU,2019-10-03T19:45:25,267,0:04:27,20.224719101123597
JAC000,2019-10-03T19:45:36,254,0:04:14,21.25984251968504
AC339VS,2019-10-03T19:45:42,240,0:04:00,22.5
POB053,2019-10-03T19:45:51,229,0:03:49,23.580786026200872
AB576NB,2019-10-03T19:45:54,236,0:03:56,22.88135593220339
AB785EW,2019-10-03T19:47:18,258,0:04:18,20.930232558139533
AD583KU,2019-10-03T19:47:46,276,0:04:36,19.565217391304348
JUJ208,2019-10-03T19:48:01,267,0:04:27,20.224719101123597
AA570VH,2019-10-03T19:48:54,243,0:04:03,22.22222222222222
AB326UR,2019-10-03T19:49:42,236,0:03:56,22.88135593220339
AC480DW,2019-10-03T19:49:44,231,0:03:51,23.376623376623378
KVI832,2019-10-03T19:50:53,242,0:04:02,22.31404958677686
AB814QL,2019-10-03T19:51:21,217,0:03:37,24.88479262672811
AB100QY,2019-10-03T19:51:25,249,0:04:09,21.68674698795181
AD604DS,2019-10-03T19:51:27,219,0:03:39,24.65753424657534
AB487ND,2019-10-03T19:51:29,248,0:04:08,21.7741935483871
NUZ544,2019-10-03T19:51:41,229,0:03:49,23.580786026200872
JLP734,2019-10-03T19:53:25,257,0:04:17,21.011673151750973
IUK916,2019-10-03T19:53:30,267,0:04:27,20.224719101123597
GEP572,2019-10-03T19:53:51,243,0:04:03,22.22222222222222
LWD076,2019-10-03T19:54:51,306,0:05:06,17.647058823529413
PKG491,2019-10-03T19:57:45,223,0:03:43,24.2152466367713
PBM245,2019-10-03T19:57:53,236,0:03:56,22.88135593220339
AC600HF,2019-10-03T19:57:56,247,0:04:07,21.86234817813765
AB257CG,2019-10-03T19:59:20,240,0:04:00,22.5
AD758VM,2019-10-03T19:59:23,240,0:04:00,22.5
AD599ZW,2019-10-03T19:59:45,234,0:03:54,23.07692307692308
LLC127,2019-10-03T20:00:55,229,0:03:49,23.580786026200872
FGJ006,2019-10-03T20:01:24,222,0:03:42,24.324324324324326
ECT391,2019-10-03T20:01:39,215,0:03:35,25.116279069767444
AB019IY,2019-10-03T20:01:43,234,0:03:54,23.07692307692308
AA082SV,2019-10-03T20:03:20,210,0:03:30,25.714285714285715
AC374CY,2019-10-03T20:04:51,299,0:04:59,18.06020066889632
GLO927,2019-10-03T20:05:28,269,0:04:29,20.07434944237918
AB200CO,2019-10-03T20:05:46,246,0:04:06,21.951219512195124
AC023PQ,2019-10-03T20:06:50,315,0:05:15,17.142857142857142
GBU248,2019-10-03T20:06:54,328,0:05:28,16.463414634146343
AA132NK,2019-10-03T20:07:07,311,0:05:11,17.363344051446944
EGX521,2019-10-03T20:07:28,268,0:04:28,20.149253731343283
AC604WQ,2019-10-03T20:07:31,338,0:05:38,15.976331360946746
AB368RP,2019-10-03T20:07:34,337,0:05:37,16.02373887240356
AD481UD,2019-10-03T20:07:36,333,0:05:33,16.216216216216218
LRO974,2019-10-03T20:08:52,334,0:05:34,16.167664670658684
MNA160,2019-10-03T20:09:20,346,0:05:46,15.606936416184972
AA653UF,2019-10-03T20:09:43,284,0:04:44,19.014084507042252
LON782,2019-10-03T20:11:07,357,0:05:57,15.126050420168069
AD469IZ,2019-10-03T20:11:10,324,0:05:24,16.666666666666668
AC367FZ,2019-10-03T20:11:26,276,0:04:36,19.565217391304348
GPB207,2019-10-03T20:11:30,348,0:05:48,15.517241379310347
AD631NE,2019-10-03T20:13:08,334,0:05:34,16.167664670658684
AB275NN,2019-10-03T20:13:38,294,0:04:54,18.367346938775512
AD762KA,2019-10-03T20:13:51,284,0:04:44,19.014084507042252
AD910BW,2019-10-03T20:15:18,312,0:05:12,17.307692307692307
HMB178,2019-10-03T20:16:01,270,0:04:30,20.0
AA216GV,2019-10-03T20:17:01,296,0:04:56,18.243243243243242
AC793UB,2019-10-03T20:17:46,276,0:04:36,19.565217391304348
AD782SO,2019-10-03T20:18:56,313,0:05:13,17.252396166134183
GGW756,2019-10-03T20:19:01,324,0:05:24,16.666666666666668
AB633MB,2019-10-03T20:19:53,296,0:04:56,18.243243243243242
AB681FP,2019-10-03T20:21:03,315,0:05:15,17.142857142857142
DRS252,2019-10-03T20:21:22,274,0:04:34,19.708029197080293
OXC262,2019-10-03T20:21:28,275,0:04:35,19.636363636363637
AC071UR,2019-10-03T20:21:34,327,0:05:27,16.51376146788991
AA383JB,2019-10-03T20:21:58,254,0:04:14,21.25984251968504
AD135KI,2019-10-03T20:22:55,307,0:05:07,17.58957654723127
LUO936,2019-10-03T20:22:57,305,0:05:05,17.704918032786885
LMO959,2019-10-03T20:23:04,257,0:04:17,21.011673151750973
AB462CN,2019-10-03T20:23:33,230,0:03:50,23.478260869565215
KOX852,2019-10-03T20:23:57,169,0:02:49,31.952662721893493
AB670FE,2019-10-03T20:25:36,224,0:03:44,24.107142857142858
OPT396,2019-10-03T20:25:49,178,0:02:58,30.337078651685395
NOD942,2019-10-03T20:25:51,164,0:02:44,32.926829268292686
AB403AI,2019-10-03T20:27:24,208,0:03:28,25.961538461538463
LVH037,2019-10-03T20:27:47,247,0:04:07,21.86234817813765
AA419GD,2019-10-03T20:28:56,246,0:04:06,21.951219512195124
AD539BM,2019-10-03T20:29:00,227,0:03:47,23.788546255506606
AD117BB,2019-10-03T20:33:25,260,0:04:20,20.76923076923077
LVK540,2019-10-03T20:33:30,285,0:04:45,18.947368421052634
AB369MZ,2019-10-03T20:33:36,270,0:04:30,20.0
AD413XG,2019-10-03T20:33:37,231,0:03:51,23.376623376623378
AA047JD,2019-10-03T20:33:38,172,0:02:52,31.3953488372093
AA892UJ,2019-10-03T20:33:40,250,0:04:10,21.6
AC618QB,2019-10-03T20:34:55,211,0:03:31,25.592417061611375
AB718AZ,2019-10-03T20:35:20,235,0:03:55,22.97872340425532
LJK819,2019-10-03T20:35:24,205,0:03:25,26.34146341463415
AA355VS,2019-10-03T20:35:28,206,0:03:26,26.21359223300971
AC938ZZ,2019-10-03T20:37:20,254,0:04:14,21.25984251968504
AD840AV,2019-10-03T20:37:21,216,0:03:36,25.0
AC749EK,2019-10-03T20:37:22,238,0:03:58,22.689075630252102
KOO742,2019-10-03T20:37:25,222,0:03:42,24.324324324324326
AC980BO,2019-10-03T20:37:42,234,0:03:54,23.07692307692308
AA626AQ,2019-10-03T20:39:09,237,0:03:57,22.78481012658228
AD345JN,2019-10-03T20:39:32,226,0:03:46,23.893805309734514
AC576CX,2019-10-03T20:40:55,242,0:04:02,22.31404958677686
AD251ES,2019-10-03T20:41:40,228,0:03:48,23.684210526315788
AD514OV,2019-10-03T20:41:52,233,0:03:53,23.175965665236053
AB266ZV,2019-10-03T20:43:26,266,0:04:26,20.30075187969925
AC412GL,2019-10-03T20:43:34,241,0:04:01,22.40663900414938
OVM992,2019-10-03T20:43:42,223,0:03:43,24.2152466367713
AD955BG,2019-10-03T20:45:28,277,0:04:37,19.494584837545126
NWD014,2019-10-03T20:45:31,276,0:04:36,19.565217391304348
OCO979,2019-10-03T20:45:45,250,0:04:10,21.6
LOB237,2019-10-03T20:47:07,248,0:04:08,21.7741935483871
AD799SV,2019-10-03T20:47:25,221,0:03:41,24.43438914027149
OZA993,2019-10-03T20:48:59,238,0:03:58,22.689075630252102
AD461EM,2019-10-03T20:49:53,235,0:03:55,22.97872340425532
AC114VR,2019-10-03T20:51:39,264,0:04:24,20.454545454545453
JDN841,2019-10-03T20:53:14,229,0:03:49,23.580786026200872
AD114KI,2019-10-03T20:53:37,223,0:03:43,24.2152466367713
AD440OE,2019-10-03T20:53:39,240,0:04:00,22.5
GTM945,2019-10-03T20:53:51,250,0:04:10,21.6
OUC790,2019-10-03T20:53:53,259,0:04:19,20.84942084942085
NLF613,2019-10-03T20:53:55,249,0:04:09,21.68674698795181
AD865LP,2019-10-03T20:54:58,302,0:05:02,17.880794701986755
AA770CB,2019-10-03T20:55:14,261,0:04:21,20.689655172413794
AB411ZZ,2019-10-03T20:55:16,260,0:04:20,20.76923076923077
AD153QK,2019-10-03T20:55:21,252,0:04:12,21.42857142857143
AC063FC,2019-10-03T20:55:31,237,0:03:57,22.78481012658228
AC440UH,2019-10-03T20:55:38,221,0:03:41,24.43438914027149
MBO817,2019-10-03T20:56:57,249,0:04:09,21.68674698795181
AC924JS,2019-10-03T20:57:12,259,0:04:19,20.84942084942085
HCI814,2019-10-03T20:57:42,175,0:02:55,30.857142857142858
IGI461,2019-10-03T20:57:43,175,0:02:55,30.857142857142858
AD841DJ,2019-10-03T20:59:30,229,0:03:49,23.580786026200872
AB865OT,2019-10-03T20:59:33,236,0:03:56,22.88135593220339
AB752XL,2019-10-03T20:59:48,181,0:03:01,29.83425414364641
OZU623,2019-10-03T21:01:16,208,0:03:28,25.961538461538463
