Patente,Hora,T_viaje,T_viaje_str,Velocidad
AC918NC,2019-10-05T20:00:58,314,0:05:14,17.197452229299365
FTJ437,2019-10-05T20:01:06,240,0:04:00,22.5
AC354QK,2019-10-05T20:02:56,231,0:03:51,23.376623376623378
AB584QC,2019-10-05T20:03:00,290,0:04:50,18.620689655172416
JFC904,2019-10-05T20:03:02,228,0:03:48,23.684210526315788
AC599ZG,2019-10-05T20:05:11,229,0:03:49,23.580786026200872
NZF271,2019-10-05T20:05:17,249,0:04:09,21.68674698795181
MPC579,2019-10-05T20:05:37,239,0:03:59,22.594142259414227
AB449MF,2019-10-05T20:07:01,234,0:03:54,23.07692307692308
AB977ZS,2019-10-05T20:07:32,224,0:03:44,24.107142857142858
OMG400,2019-10-05T20:07:49,219,0:03:39,24.65753424657534
AA466VZ,2019-10-05T20:08:54,312,0:05:12,17.307692307692307
AC182BC,2019-10-05T20:08:57,199,0:03:19,27.1356783919598
LOO525,2019-10-05T20:09:05,286,0:04:46,18.881118881118883
MAY165,2019-10-05T20:09:36,268,0:04:28,20.149253731343283
AD603WB,2019-10-05T20:10:54,309,0:05:09,17.475728155339805
AC464KU,2019-10-05T20:10:55,238,0:03:58,22.689075630252102
PIN589,2019-10-05T20:11:01,220,0:03:40,24.545454545454547
DCG736,2019-10-05T20:11:41,269,0:04:29,20.07434944237918
LUA647,2019-10-05T20:11:44,270,0:04:30,20.0
FEL585,2019-10-05T20:13:41,242,0:04:02,22.31404958677686
AC201MR,2019-10-05T20:13:54,156,0:02:36,34.61538461538461
AD352DN,2019-10-05T20:15:04,286,0:04:46,18.881118881118883
AA370QW,2019-10-05T20:15:35,192,0:03:12,28.125
DLN089,2019-10-05T20:15:42,151,0:02:31,35.76158940397351
LCL485,2019-10-05T20:17:52,235,0:03:55,22.97872340425532
AB576MY,2019-10-05T20:19:03,281,0:04:41,19.21708185053381
AA173GB,2019-10-05T20:19:49,234,0:03:54,23.07692307692308
GSJ667,2019-10-05T20:19:52,222,0:03:42,24.324324324324326
AC774CU,2019-10-05T20:20:55,265,0:04:25,20.37735849056604
AB859XR,2019-10-05T20:21:10,219,0:03:39,24.65753424657534
AA988CW,2019-10-05T20:21:36,247,0:04:07,21.86234817813765
FCX450,2019-10-05T20:21:38,243,0:04:03,22.22222222222222
AD792HO,2019-10-05T20:21:47,217,0:03:37,24.88479262672811
AC570DF,2019-10-05T20:23:20,197,0:03:17,27.411167512690355
ODM705,2019-10-05T20:23:31,262,0:04:22,20.610687022900763
AB057OS,2019-10-05T20:23:35,234,0:03:54,23.07692307692308
LKS777,2019-10-05T20:23:52,242,0:04:02,22.31404958677686
MET981,2019-10-05T20:25:04,218,0:03:38,24.770642201834864
KAN556,2019-10-05T20:26:55,231,0:03:51,23.376623376623378
HZK696,2019-10-05T20:27:04,304,0:05:04,17.763157894736842
OWB980,2019-10-05T20:28:56,312,0:05:12,17.307692307692307
AA618MV,2019-10-05T20:29:02,278,0:04:38,19.424460431654676
AA159MC,2019-10-05T20:31:02,289,0:04:49,18.685121107266436
GWR388,2019-10-05T20:31:06,301,0:05:01,17.940199335548176
AB166AS,2019-10-05T20:31:41,199,0:03:19,27.1356783919598
AA282DP,2019-10-05T20:31:49,136,0:02:16,39.705882352941174
IVO965,2019-10-05T20:32:56,230,0:03:50,23.478260869565215
LFS316,2019-10-05T20:33:22,140,0:02:20,38.57142857142857
AB553LW,2019-10-05T20:33:39,239,0:03:59,22.594142259414227
AA075RR,2019-10-05T20:33:45,215,0:03:35,25.116279069767444
AC029GD,2019-10-05T20:34:55,279,0:04:39,19.35483870967742
LKJ201,2019-10-05T20:35:12,231,0:03:51,23.376623376623378
AD437US,2019-10-05T20:35:17,246,0:04:06,21.951219512195124
IOK351,2019-10-05T20:35:19,235,0:03:55,22.97872340425532
LBL441,2019-10-05T20:37:10,239,0:03:59,22.594142259414227
ORP277,2019-10-05T20:37:34,249,0:04:09,21.68674698795181
AB917AG,2019-10-05T20:37:36,227,0:03:47,23.788546255506606
AA776WF,2019-10-05T20:37:39,222,0:03:42,24.324324324324326
GYO492,2019-10-05T20:37:45,208,0:03:28,25.961538461538463
LMH031,2019-10-05T20:37:55,137,0:02:17,39.416058394160586
KWL002,2019-10-05T20:39:46,219,0:03:39,24.65753424657534
OSP209,2019-10-05T20:39:48,159,0:02:39,33.9622641509434
EPW112,2019-10-05T20:40:53,288,0:04:48,18.75
AC623OM,2019-10-05T20:41:17,220,0:03:40,24.545454545454547
AD034LP,2019-10-05T20:41:49,154,0:02:34,35.064935064935064
PMI777,2019-10-05T20:41:51,138,0:02:18,39.130434782608695
HAD925,2019-10-05T20:41:54,234,0:03:54,23.07692307692308
NAP252,2019-10-05T20:41:56,141,0:02:21,38.297872340425535
MYP365,2019-10-05T20:43:30,226,0:03:46,23.893805309734514
AC150YI,2019-10-05T20:43:42,232,0:03:52,23.27586206896552
AD107RZ,2019-10-05T20:43:43,235,0:03:55,22.97872340425532
AD524ZJ,2019-10-05T20:45:25,239,0:03:59,22.594142259414227
AC652DR,2019-10-05T20:45:30,218,0:03:38,24.770642201834864
AC396EI,2019-10-05T20:47:01,303,0:05:03,17.821782178217823
AC200XY,2019-10-05T20:47:42,233,0:03:53,23.175965665236053
AA549WU,2019-10-05T20:47:44,139,0:02:19,38.84892086330935
AD255FY,2019-10-05T20:47:47,138,0:02:18,39.130434782608695
AD941NJ,2019-10-05T20:48:54,230,0:03:50,23.478260869565215
AB818OY,2019-10-05T20:49:19,197,0:03:17,27.411167512690355
AD684IY,2019-10-05T20:49:31,215,0:03:35,25.116279069767444
POO865,2019-10-05T20:49:56,236,0:03:56,22.88135593220339
AD830EP,2019-10-05T20:51:02,237,0:03:57,22.78481012658228
NCY466,2019-10-05T20:51:04,212,0:03:32,25.471698113207548
FCZ252,2019-10-05T20:51:11,212,0:03:32,25.471698113207548
AA027OL,2019-10-05T20:51:52,223,0:03:43,24.2152466367713
OFR065,2019-10-05T20:52:58,217,0:03:37,24.88479262672811
AD135KL,2019-10-05T20:53:03,293,0:04:53,18.43003412969283
AB035EJ,2019-10-05T20:53:20,215,0:03:35,25.116279069767444
AC822KZ,2019-10-05T20:53:47,144,0:02:24,37.5
ELY467,2019-10-05T20:55:49,143,0:02:23,37.76223776223777
AC457HV,2019-10-05T20:57:23,312,0:05:12,17.307692307692307
AD589NK,2019-10-05T20:57:35,236,0:03:56,22.88135593220339
AD227PQ,2019-10-05T20:57:50,154,0:02:34,35.064935064935064
PFO857,2019-10-05T20:58:50,294,0:04:54,18.367346938775512
AD345UZ,2019-10-05T20:58:54,296,0:04:56,18.243243243243242
OXW764,2019-10-05T20:59:46,226,0:03:46,23.893805309734514
A077WJG,2019-10-05T20:59:47,128,0:02:08,42.1875
AC071PU,2019-10-05T20:59:52,157,0:02:37,34.39490445859873
AB021WN,2019-10-05T21:00:57,197,0:03:17,27.411167512690355
AB533KF,2019-10-05T21:01:04,225,0:03:45,24.0
AB577OU,2019-10-05T21:01:20,205,0:03:25,26.34146341463415
LOB237,2019-10-05T21:01:25,254,0:04:14,21.25984251968504
AD470FF,2019-10-05T21:01:53,145,0:02:25,37.24137931034483
HYU619,2019-10-05T21:02:53,201,0:03:21,26.865671641791046
AA216GV,2019-10-05T21:03:36,218,0:03:38,24.770642201834864
AA731QG,2019-10-05T21:03:38,222,0:03:42,24.324324324324326
AD410CG,2019-10-05T21:05:05,210,0:03:30,25.714285714285715
AA877JJ,2019-10-05T21:05:52,156,0:02:36,34.61538461538461
IRX366,2019-10-05T21:06:51,204,0:03:24,26.470588235294116
IFR282,2019-10-05T21:09:06,304,0:05:04,17.763157894736842
PEE065,2019-10-05T21:09:09,219,0:03:39,24.65753424657534
AB345IE,2019-10-05T21:09:47,237,0:03:57,22.78481012658228
HJV331,2019-10-05T21:10:58,214,0:03:34,25.233644859813083
JRL873,2019-10-05T21:11:16,297,0:04:57,18.18181818181818
AA929PD,2019-10-05T21:12:51,201,0:03:21,26.865671641791046
JIG050,2019-10-05T21:12:55,224,0:03:44,24.107142857142858
LRI149,2019-10-05T21:13:33,249,0:04:09,21.68674698795181
IOV866,2019-10-05T21:13:36,239,0:03:59,22.594142259414227
AC425NM,2019-10-05T21:13:52,236,0:03:56,22.88135593220339
AA928UM,2019-10-05T21:14:50,291,0:04:51,18.556701030927837
AC106FE,2019-10-05T21:15:09,241,0:04:01,22.40663900414938
AB742VD,2019-10-05T21:15:39,239,0:03:59,22.594142259414227
AB727JO,2019-10-05T21:16:58,277,0:04:37,19.494584837545126
AC185ZV,2019-10-05T21:17:31,232,0:03:52,23.27586206896552
AC379UP,2019-10-05T21:17:39,157,0:02:37,34.39490445859873
AB556SZ,2019-10-05T21:18:51,200,0:03:20,27.0
MSB302,2019-10-05T21:19:08,242,0:04:02,22.31404958677686
INM085,2019-10-05T21:19:52,141,0:02:21,38.297872340425535
AA719HC,2019-10-05T21:19:55,240,0:04:00,22.5
HGE577,2019-10-05T21:21:44,235,0:03:55,22.97872340425532
AA279BB,2019-10-05T21:21:50,131,0:02:11,41.221374045801525
NAW953,2019-10-05T21:22:59,203,0:03:23,26.60098522167488
AD161VH,2019-10-05T21:23:15,212,0:03:32,25.471698113207548
AA250CB,2019-10-05T21:23:32,220,0:03:40,24.545454545454547
AB388RZ,2019-10-05T21:23:40,134,0:02:14,40.298507462686565
MFZ522,2019-10-05T21:23:56,234,0:03:54,23.07692307692308
A011MPS,2019-10-05T21:25:30,209,0:03:29,25.83732057416268
AA136PZ,2019-10-05T21:25:36,219,0:03:39,24.65753424657534
AA530WQ,2019-10-05T21:25:45,128,0:02:08,42.1875
AA886EI,2019-10-05T21:25:49,247,0:04:07,21.86234817813765
AB027AZ,2019-10-05T21:26:56,283,0:04:43,19.081272084805654
AA545NM,2019-10-05T21:27:17,232,0:03:52,23.27586206896552
AC757TU,2019-10-05T21:27:43,145,0:02:25,37.24137931034483
AD242GV,2019-10-05T21:27:53,233,0:03:53,23.175965665236053
AD785KK,2019-10-05T21:29:37,217,0:03:37,24.88479262672811
AC264RH,2019-10-05T21:31:10,223,0:03:43,24.2152466367713
AC722RA,2019-10-05T21:31:48,153,0:02:33,35.294117647058826
AB247PO,2019-10-05T21:31:49,228,0:03:48,23.684210526315788
AD803ST,2019-10-05T21:33:16,359,0:05:59,15.041782729805014
OJP049,2019-10-05T21:33:32,130,0:02:10,41.53846153846154
AC817CU,2019-10-05T21:33:40,142,0:02:22,38.028169014084504
AD179CX,2019-10-05T21:33:52,135,0:02:15,40.0
AD656BA,2019-10-05T21:35:34,114,0:01:54,47.368421052631575
AA107WC,2019-10-05T21:35:35,160,0:02:40,33.75
AC866JQ,2019-10-05T21:35:36,131,0:02:11,41.221374045801525
AB703VG,2019-10-05T21:35:39,131,0:02:11,41.221374045801525
AD581YO,2019-10-05T21:37:23,212,0:03:32,25.471698113207548
AA966XP,2019-10-05T21:37:44,168,0:02:48,32.142857142857146
MPC672,2019-10-05T21:40:51,212,0:03:32,25.471698113207548
FIH949,2019-10-05T21:41:03,244,0:04:04,22.13114754098361
AD560RY,2019-10-05T21:41:35,132,0:02:12,40.90909090909091
JPY693,2019-10-05T21:41:43,242,0:04:02,22.31404958677686
AD268XE,2019-10-05T21:41:55,150,0:02:30,36.0
NBR588,2019-10-05T21:43:36,123,0:02:03,43.90243902439025
AB294FE,2019-10-05T21:43:39,213,0:03:33,25.35211267605634
AC833BO,2019-10-05T21:43:45,226,0:03:46,23.893805309734514
MGL303,2019-10-05T21:45:33,135,0:02:15,40.0
AB107KC,2019-10-05T21:45:41,216,0:03:36,25.0
AD049OL,2019-10-05T21:45:42,145,0:02:25,37.24137931034483
LGK646,2019-10-05T21:45:51,229,0:03:49,23.580786026200872
AD526UQ,2019-10-05T21:47:28,110,0:01:50,49.09090909090909
AB633OD,2019-10-05T21:47:29,133,0:02:13,40.6015037593985
ECU810,2019-10-05T21:47:45,134,0:02:14,40.298507462686565
AD522SR,2019-10-05T21:47:47,120,0:02:00,45.0
OFU998,2019-10-05T21:49:38,117,0:01:57,46.15384615384616
HRE977,2019-10-05T21:49:51,127,0:02:07,42.51968503937008
PAO800,2019-10-05T21:51:18,115,0:01:55,46.95652173913043
AD594WU,2019-10-05T21:51:38,127,0:02:07,42.51968503937008
AD880XW,2019-10-05T21:51:50,122,0:02:02,44.26229508196722
AD140VN,2019-10-05T21:51:55,129,0:02:09,41.860465116279066
AC806SO,2019-10-05T21:53:14,194,0:03:14,27.835051546391753
JOX768,2019-10-05T21:53:28,127,0:02:07,42.51968503937008
AA952HK,2019-10-05T21:53:40,143,0:02:23,37.76223776223777
AD794WI,2019-10-05T21:53:41,111,0:01:51,48.64864864864865
PPL967,2019-10-05T21:53:43,124,0:02:04,43.5483870967742
AA221LU,2019-10-05T21:55:18,197,0:03:17,27.411167512690355
AB605PV,2019-10-05T21:57:33,214,0:03:34,25.233644859813083
AC135EH,2019-10-05T21:57:37,114,0:01:54,47.368421052631575
KOU149,2019-10-05T21:57:41,166,0:02:46,32.53012048192771
IVD792,2019-10-05T21:59:28,150,0:02:30,36.0
AA126IE,2019-10-05T21:59:34,138,0:02:18,39.130434782608695
ORY937,2019-10-05T21:59:36,162,0:02:42,33.333333333333336
LRO407,2019-10-05T21:59:41,121,0:02:01,44.62809917355372
JEU488,2019-10-05T22:01:14,199,0:03:19,27.1356783919598
AD794VB,2019-10-05T22:01:45,132,0:02:12,40.90909090909091
AC847PE,2019-10-05T22:03:46,211,0:03:31,25.592417061611375
AB217LN,2019-10-05T22:03:52,117,0:01:57,46.15384615384616
KLJ831,2019-10-05T22:04:53,234,0:03:54,23.07692307692308
AA278QD,2019-10-05T22:04:59,193,0:03:13,27.979274611398964
FGE469,2019-10-05T22:05:02,238,0:03:58,22.689075630252102
AB824XB,2019-10-05T22:05:34,113,0:01:53,47.78761061946903
KNU315,2019-10-05T22:05:36,161,0:02:41,33.54037267080746
AA705HA,2019-10-05T22:05:46,141,0:02:21,38.297872340425535
AC403OG,2019-10-05T22:09:25,205,0:03:25,26.34146341463415
AC706RV,2019-10-05T22:11:23,207,0:03:27,26.086956521739133
AA785YN,2019-10-05T22:11:38,139,0:02:19,38.84892086330935
AD684YN,2019-10-05T22:11:39,149,0:02:29,36.241610738255034
AB710CA,2019-10-05T22:13:21,201,0:03:21,26.865671641791046
AB570TY,2019-10-05T22:13:32,240,0:04:00,22.5
MAX100,2019-10-05T22:13:38,225,0:03:45,24.0
JNK411,2019-10-05T22:13:47,117,0:01:57,46.15384615384616
AD058BZ,2019-10-05T22:14:50,215,0:03:35,25.116279069767444
AD947RC,2019-10-05T22:14:51,213,0:03:33,25.35211267605634
AB517UV,2019-10-05T22:15:46,167,0:02:47,32.33532934131737
JXO949,2019-10-05T22:17:47,147,0:02:27,36.734693877551024
NSC160,2019-10-05T22:17:49,134,0:02:14,40.298507462686565
NBN188,2019-10-05T22:17:55,123,0:02:03,43.90243902439025
AA620GJ,2019-10-05T22:19:25,200,0:03:20,27.0
LND710,2019-10-05T22:21:21,209,0:03:29,25.83732057416268
AD754AV,2019-10-05T22:23:13,201,0:03:21,26.865671641791046
AB526MI,2019-10-05T22:23:20,229,0:03:49,23.580786026200872
AC683HB,2019-10-05T22:23:36,124,0:02:04,43.5483870967742
AB312CD,2019-10-05T22:23:38,118,0:01:58,45.76271186440678
AB776FR,2019-10-05T22:25:15,118,0:01:58,45.76271186440678
AD012RV,2019-10-05T22:25:18,197,0:03:17,27.411167512690355
AC556QS,2019-10-05T22:25:22,119,0:01:59,45.378151260504204
AB722UT,2019-10-05T22:25:25,112,0:01:52,48.214285714285715
AB869VK,2019-10-05T22:25:32,137,0:02:17,39.416058394160586
AC915VF,2019-10-05T22:27:25,140,0:02:20,38.57142857142857
OGT119,2019-10-05T22:27:32,155,0:02:35,34.83870967741936
AB377UH,2019-10-05T22:27:41,110,0:01:50,49.09090909090909
MEX272,2019-10-05T22:31:42,129,0:02:09,41.860465116279066
AB623ZA,2019-10-05T22:33:09,212,0:03:32,25.471698113207548
AB759GJ,2019-10-05T22:33:18,201,0:03:21,26.865671641791046
KIO066,2019-10-05T22:33:42,126,0:02:06,42.85714285714286
LSA141,2019-10-05T22:33:45,126,0:02:06,42.85714285714286
KDP274,2019-10-05T22:35:49,113,0:01:53,47.78761061946903
AB921VL,2019-10-05T22:37:29,138,0:02:18,39.130434782608695
AA064NR,2019-10-05T22:38:59,192,0:03:12,28.125
AC542FB,2019-10-05T22:39:03,123,0:02:03,43.90243902439025
AB045XD,2019-10-05T22:41:17,199,0:03:19,27.1356783919598
AA806AR,2019-10-05T22:41:25,129,0:02:09,41.860465116279066
NHU758,2019-10-05T22:43:20,210,0:03:30,25.714285714285715
AC902MS,2019-10-05T22:43:27,220,0:03:40,24.545454545454547
MBI030,2019-10-05T22:43:30,217,0:03:37,24.88479262672811
AD617ZY,2019-10-05T22:43:44,147,0:02:27,36.734693877551024
AC773PR,2019-10-05T22:43:53,173,0:02:53,31.213872832369944
NOO640,2019-10-05T22:44:51,177,0:02:57,30.50847457627119
POU948,2019-10-05T22:45:29,124,0:02:04,43.5483870967742
NBX691,2019-10-05T22:47:20,204,0:03:24,26.470588235294116
AC630YB,2019-10-05T22:47:30,130,0:02:10,41.53846153846154
AD624CP,2019-10-05T22:47:33,127,0:02:07,42.51968503937008
NOU424,2019-10-05T22:47:37,127,0:02:07,42.51968503937008
AA204AC,2019-10-05T22:49:23,210,0:03:30,25.714285714285715
NGG716,2019-10-05T22:49:27,126,0:02:06,42.85714285714286
PLJ075,2019-10-05T22:49:34,130,0:02:10,41.53846153846154
AA548EN,2019-10-05T22:49:40,163,0:02:43,33.128834355828225
AB770KX,2019-10-05T22:49:46,131,0:02:11,41.221374045801525
JES369,2019-10-05T22:51:14,205,0:03:25,26.34146341463415
AB378JP,2019-10-05T22:51:28,152,0:02:32,35.526315789473685
AD500TU,2019-10-05T22:53:23,242,0:04:02,22.31404958677686
AD275KL,2019-10-05T22:53:31,217,0:03:37,24.88479262672811
AD086IX,2019-10-05T22:53:33,215,0:03:35,25.116279069767444
AD535WK,2019-10-05T22:53:35,210,0:03:30,25.714285714285715
AA940JD,2019-10-05T22:53:42,244,0:04:04,22.13114754098361
AC077XL,2019-10-05T22:55:20,219,0:03:39,24.65753424657534
PDI906,2019-10-05T22:55:21,215,0:03:35,25.116279069767444
JGZ843,2019-10-05T22:55:23,140,0:02:20,38.57142857142857
AB074GY,2019-10-05T22:56:59,165,0:02:45,32.727272727272734
OMC794,2019-10-05T22:57:16,112,0:01:52,48.214285714285715
PPW820,2019-10-05T22:57:27,126,0:02:06,42.85714285714286
AD037EE,2019-10-05T22:57:59,128,0:02:08,42.1875
MVZ739,2019-10-05T22:59:10,131,0:02:11,41.221374045801525
MXZ865,2019-10-05T22:59:19,124,0:02:04,43.5483870967742
KDS559,2019-10-05T22:59:30,128,0:02:08,42.1875
AD675ZY,2019-10-05T22:59:32,195,0:03:15,27.692307692307693
AD045FC,2019-10-05T23:01:11,116,0:01:56,46.55172413793104
AC653JI,2019-10-05T23:03:15,226,0:03:46,23.893805309734514
AD883XB,2019-10-05T23:03:27,213,0:03:33,25.35211267605634
AB275HZ,2019-10-05T23:03:43,244,0:04:04,22.13114754098361
NPU534,2019-10-05T23:03:44,256,0:04:16,21.09375
AD091UB,2019-10-05T23:03:55,234,0:03:54,23.07692307692308
AB134OJ,2019-10-05T23:04:52,191,0:03:11,28.272251308900522
AD184MY,2019-10-05T23:05:32,198,0:03:18,27.272727272727273
LEZ697,2019-10-05T23:05:33,150,0:02:30,36.0
AC084RX,2019-10-05T23:05:35,128,0:02:08,42.1875
AB842RM,2019-10-05T23:05:45,116,0:01:56,46.55172413793104
HAZ293,2019-10-05T23:07:28,114,0:01:54,47.368421052631575
AC397PZ,2019-10-05T23:11:04,196,0:03:16,27.551020408163264
MIS109,2019-10-05T23:13:22,103,0:01:43,52.42718446601942
AD356IV,2019-10-05T23:13:26,147,0:02:27,36.734693877551024
AD045HK,2019-10-05T23:13:34,114,0:01:54,47.368421052631575
AD135KV,2019-10-05T23:13:36,112,0:01:52,48.214285714285715
FOE060,2019-10-05T23:13:38,156,0:02:36,34.61538461538461
AB162EN,2019-10-05T23:13:45,161,0:02:41,33.54037267080746
AB373OI,2019-10-05T23:13:49,140,0:02:20,38.57142857142857
AC015MV,2019-10-05T23:15:35,121,0:02:01,44.62809917355372
AA279CN,2019-10-05T23:17:30,135,0:02:15,40.0
NEM804,2019-10-05T23:17:32,123,0:02:03,43.90243902439025
AA853NU,2019-10-05T23:19:17,118,0:01:58,45.76271186440678
AA583FD,2019-10-05T23:19:20,115,0:01:55,46.95652173913043
NHU587,2019-10-05T23:21:10,118,0:01:58,45.76271186440678
AC310GS,2019-10-05T23:21:26,147,0:02:27,36.734693877551024
AB028SO,2019-10-05T23:21:46,128,0:02:08,42.1875
POH984,2019-10-05T23:21:49,141,0:02:21,38.297872340425535
AB895FC,2019-10-05T23:23:16,209,0:03:29,25.83732057416268
AB195JP,2019-10-05T23:23:21,203,0:03:23,26.60098522167488
IKC582,2019-10-05T23:23:27,205,0:03:25,26.34146341463415
GOC613,2019-10-05T23:23:33,219,0:03:39,24.65753424657534
AD109OF,2019-10-05T23:25:27,112,0:01:52,48.214285714285715
LWA573,2019-10-05T23:25:31,157,0:02:37,34.39490445859873
AC309EP,2019-10-05T23:29:09,112,0:01:52,48.214285714285715
AC930MT,2019-10-05T23:31:25,209,0:03:29,25.83732057416268
AB770WX,2019-10-05T23:31:39,116,0:01:56,46.55172413793104
AD320VM,2019-10-05T23:31:46,111,0:01:51,48.64864864864865
AC484QA,2019-10-05T23:32:58,216,0:03:36,25.0
AA877LK,2019-10-05T23:33:06,219,0:03:39,24.65753424657534
AD794ZR,2019-10-05T23:33:23,129,0:02:09,41.860465116279066
AD497VP,2019-10-05T23:33:39,107,0:01:47,50.467289719626166
AC171NY,2019-10-05T23:33:50,139,0:02:19,38.84892086330935
NBN560,2019-10-05T23:35:32,96,0:01:36,56.25
NSD871,2019-10-05T23:37:32,104,0:01:44,51.92307692307693
AC212VQ,2019-10-05T23:37:35,100,0:01:40,54.0
AB140OR,2019-10-05T23:37:38,131,0:02:11,41.221374045801525
AD810AB,2019-10-05T23:39:24,112,0:01:52,48.214285714285715
AD471GW,2019-10-05T23:39:27,151,0:02:31,35.76158940397351
NGS900,2019-10-05T23:39:29,114,0:01:54,47.368421052631575
AD640KF,2019-10-05T23:39:43,135,0:02:15,40.0
AC944ZS,2019-10-05T23:41:30,140,0:02:20,38.57142857142857
AB073CK,2019-10-05T23:43:25,213,0:03:33,25.35211267605634
LVC296,2019-10-05T23:43:34,217,0:03:37,24.88479262672811
MGH161,2019-10-05T23:43:37,163,0:02:43,33.128834355828225
AA719JM,2019-10-05T23:44:54,186,0:03:06,29.032258064516128
AD803GS,2019-10-05T23:51:27,123,0:02:03,43.90243902439025
HWI645,2019-10-05T23:51:32,233,0:03:53,23.175965665236053
MGJ748,2019-10-05T23:51:45,166,0:02:46,32.53012048192771
AD519OG,2019-10-05T23:53:12,216,0:03:36,25.0
MAY186,2019-10-05T23:53:22,200,0:03:20,27.0
IAW967,2019-10-05T23:53:39,146,0:02:26,36.986301369863014
PDA556,2019-10-05T23:53:40,162,0:02:42,33.333333333333336
PKV123,2019-10-05T23:55:24,119,0:01:59,45.378151260504204
AD838AR,2019-10-05T23:55:45,167,0:02:47,32.33532934131737
NBM469,2019-10-05T23:57:23,206,0:03:26,26.21359223300971
OPZ474,2019-10-05T23:57:37,126,0:02:06,42.85714285714286
LLD610,2019-10-05T23:57:40,104,0:01:44,51.92307692307693
NJM772,2019-10-05T23:59:24,148,0:02:28,36.486486486486484
AB825GT,2019-10-06T00:03:42,203,0:03:23,26.60098522167488
ENV545,2019-10-06T00:04:52,216,0:03:36,25.0
LDD671,2019-10-06T00:05:15,206,0:03:26,26.21359223300971
AC723YX,2019-10-06T00:07:39,126,0:02:06,42.85714285714286
AC909BU,2019-10-06T00:09:13,169,0:02:49,31.952662721893493
LJZ554,2019-10-06T00:09:29,153,0:02:33,35.294117647058826
POK172,2019-10-06T00:09:43,126,0:02:06,42.85714285714286
AA912JB,2019-10-06T00:11:23,117,0:01:57,46.15384615384616
AA291TE,2019-10-06T00:13:21,217,0:03:37,24.88479262672811
AA724AH,2019-10-06T00:13:22,185,0:03:05,29.189189189189193
JDC132,2019-10-06T00:13:34,160,0:02:40,33.75
AA033MR,2019-10-06T00:13:41,107,0:01:47,50.467289719626166
AD184XM,2019-10-06T00:13:50,134,0:02:14,40.298507462686565
IPT325,2019-10-06T00:15:27,196,0:03:16,27.551020408163264
OWZ468,2019-10-06T00:15:41,116,0:01:56,46.55172413793104
PKA939,2019-10-06T00:15:42,108,0:01:48,50.0
AD466KF,2019-10-06T00:15:43,123,0:02:03,43.90243902439025
AA377WX,2019-10-06T00:17:48,120,0:02:00,45.0
OOM011,2019-10-06T00:19:25,206,0:03:26,26.21359223300971
UUX600,2019-10-06T00:20:58,334,0:05:34,16.167664670658684
LKY087,2019-10-06T00:21:14,208,0:03:28,25.961538461538463
AC782HJ,2019-10-06T00:21:27,138,0:02:18,39.130434782608695
LCI862,2019-10-06T00:23:20,197,0:03:17,27.411167512690355
AB788OG,2019-10-06T00:23:31,229,0:03:49,23.580786026200872
AB569VV,2019-10-06T00:23:45,124,0:02:04,43.5483870967742
AB804UJ,2019-10-06T00:25:10,211,0:03:31,25.592417061611375
NGH056,2019-10-06T00:25:19,198,0:03:18,27.272727272727273
AD689QB,2019-10-06T00:25:21,203,0:03:23,26.60098522167488
AD741EP,2019-10-06T00:25:33,109,0:01:49,49.54128440366973
AA965ZO,2019-10-06T00:25:40,138,0:02:18,39.130434782608695
AB432ME,2019-10-06T00:25:49,118,0:01:58,45.76271186440678
AB338JJ,2019-10-06T00:27:26,120,0:02:00,45.0
AC460WW,2019-10-06T00:27:32,132,0:02:12,40.90909090909091
AD776RO,2019-10-06T00:29:38,127,0:02:07,42.51968503937008
LWN439,2019-10-06T00:31:08,203,0:03:23,26.60098522167488
PHS815,2019-10-06T00:31:31,123,0:02:03,43.90243902439025
AB775CO,2019-10-06T00:31:34,217,0:03:37,24.88479262672811
AD201XJ,2019-10-06T00:31:42,144,0:02:24,37.5
AC749GP,2019-10-06T00:31:44,166,0:02:46,32.53012048192771
AD844LT,2019-10-06T00:33:11,213,0:03:33,25.35211267605634
AD336ID,2019-10-06T00:33:30,154,0:02:34,35.064935064935064
AD488CC,2019-10-06T00:33:38,208,0:03:28,25.961538461538463
AD514FV,2019-10-06T00:33:40,235,0:03:55,22.97872340425532
NVW480,2019-10-06T00:33:42,226,0:03:46,23.893805309734514
AD254WD,2019-10-06T00:33:45,145,0:02:25,37.24137931034483
POC928,2019-10-06T00:34:55,197,0:03:17,27.411167512690355
MRK383,2019-10-06T00:35:17,103,0:01:43,52.42718446601942
AA401BB,2019-10-06T00:35:28,197,0:03:17,27.411167512690355
ORR711,2019-10-06T00:35:30,130,0:02:10,41.53846153846154
AB546JP,2019-10-06T00:35:38,135,0:02:15,40.0
NRD769,2019-10-06T00:37:39,114,0:01:54,47.368421052631575
GKE922,2019-10-06T00:37:48,130,0:02:10,41.53846153846154
KTJ706,2019-10-06T00:41:15,197,0:03:17,27.411167512690355
AA946PM,2019-10-06T00:43:26,229,0:03:49,23.580786026200872
AA870QZ,2019-10-06T00:43:37,212,0:03:32,25.471698113207548
AD433JE,2019-10-06T00:43:53,127,0:02:07,42.51968503937008
AC782NA,2019-10-06T00:47:36,143,0:02:23,37.76223776223777
IMA474,2019-10-06T00:51:21,218,0:03:38,24.770642201834864
AC213BR,2019-10-06T00:51:28,232,0:03:52,23.27586206896552
